Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;6.3.4
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;400+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
